,ds,119097780,常1,常2,常3,常4,常5,常6,常7,异8,异9,异10,异11,异12,标合,异型合,合计,苏,y,通,泰,Unnamed: 21,Unnamed: 22,Unnamed: 23,月份,地区,营销,Unnamed: 27,Unnamed: 28,WMS,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,df
114,2022-06-08,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-08
115,2022-06-09,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-09
116,2022-06-10,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-10
117,2022-06-11,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-11
118,2022-06-12,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-12
119,2022-06-13,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-13
120,2022-06-14,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-14
121,2022-06-15,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-15
122,2022-06-16,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-16
123,2022-06-17,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-17
124,2022-06-18,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-18
125,2022-06-19,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-19
126,2022-06-20,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-20
127,2022-06-21,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-21
128,2022-06-22,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-22
129,2022-06-23,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-23
130,2022-06-24,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-24
131,2022-06-25,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-25
132,2022-06-26,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-26
133,2022-06-27,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-27
134,2022-06-28,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-28
135,2022-06-29,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-29
136,2022-06-30,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-06-30
137,2022-07-01,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-01
138,2022-07-02,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-02
139,2022-07-03,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-03
140,2022-07-04,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-04
141,2022-07-05,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-05
142,2022-07-06,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-06
143,2022-07-07,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-07
144,2022-07-08,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-08
145,2022-07-09,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-09
146,2022-07-10,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-10
147,2022-07-11,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-11
148,2022-07-12,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-12
149,2022-07-13,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-13
150,2022-07-14,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-14
151,2022-07-15,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-15
152,2022-07-16,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-16
153,2022-07-17,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-17
154,2022-07-18,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-18
155,2022-07-19,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-19
156,2022-07-20,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-20
157,2022-07-21,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-21
158,2022-07-22,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-22
159,2022-07-23,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-23
160,2022-07-24,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-24
161,2022-07-25,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-25
162,2022-07-26,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-26
163,2022-07-27,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-27
164,2022-07-28,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-28
165,2022-07-29,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-29
166,2022-07-30,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-30
167,2022-07-31,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-07-31
168,2022-08-01,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-01
169,2022-08-02,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-02
170,2022-08-03,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-03
171,2022-08-04,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-04
172,2022-08-05,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-05
173,2022-08-06,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-06
174,2022-08-07,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-07
175,2022-08-08,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-08
176,2022-08-09,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-09
177,2022-08-10,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-10
178,2022-08-11,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-11
179,2022-08-12,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-12
180,2022-08-13,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-13
181,2022-08-14,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-14
182,2022-08-15,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-15
183,2022-08-16,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-16
184,2022-08-17,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-17
185,2022-08-18,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-18
186,2022-08-19,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-19
187,2022-08-20,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-20
188,2022-08-21,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-21
189,2022-08-22,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-22
190,2022-08-23,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-23
191,2022-08-24,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-24
192,2022-08-25,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-25
193,2022-08-26,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-26
194,2022-08-27,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-27
195,2022-08-28,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-28
196,2022-08-29,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-29
197,2022-08-30,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-30
198,2022-08-31,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0,0,,,,,,,,,,,,,,,2022-08-31
199,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
